,VehicleAge,VehOdo,AuctionVal,MakeVal,NationalityVal,VNSTVal,WarrantyCostVal,IsBadBuy,VehBCost,WheelTypeVal
46188,4,46685,1,5,0,29,50,0,6600.0,1
46189,7,65898,1,5,0,29,159,0,5900.0,1
46190,3,83645,1,3,0,29,198,0,6900.0,1
46191,3,65192,1,3,0,29,43,0,7500.0,1
46192,3,79171,1,3,0,29,195,0,7700.0,1
46193,5,52214,1,5,0,29,67,0,5100.0,1
46194,3,73808,1,3,0,29,59,0,6900.0,1
46195,4,65289,1,3,0,29,43,0,7200.0,1
46196,3,72802,1,3,0,29,186,0,7300.0,1
46197,4,67843,1,3,0,29,43,0,7200.0,1
46198,3,50548,1,3,0,29,34,0,7200.0,1
46199,3,62256,1,3,0,29,158,0,8100.0,1
46200,4,88209,1,5,0,29,164,0,6600.0,1
46201,3,82117,1,3,0,29,198,0,6400.0,1
46202,3,66821,1,3,0,29,43,0,6400.0,1
46203,4,73520,1,5,0,29,146,0,7100.0,1
46204,6,41834,1,5,0,29,50,0,5500.0,1
46205,5,52594,1,3,0,29,42,0,5200.0,1
46206,3,73154,1,3,0,29,195,0,7600.0,1
46207,3,52891,1,3,0,29,34,0,6600.0,1
46208,3,77857,1,3,0,29,59,0,6000.0,1
46209,3,62951,1,3,0,29,43,0,5500.0,1
46210,3,70593,1,3,0,29,186,0,7000.0,1
46211,3,65006,1,3,0,29,158,0,7000.0,1
46212,3,68401,1,3,0,29,43,0,7100.0,1
46213,4,77402,1,5,0,29,146,0,7200.0,1
46214,3,65292,1,3,0,29,72,0,6500.0,1
46215,4,49979,1,6,0,3,18,0,3870.0,2
46216,5,81578,1,24,0,3,198,0,4570.0,2
46217,3,63096,1,13,0,3,12,0,6270.0,2
46218,4,59441,1,4,0,3,119,0,6170.0,2
46219,4,66483,1,3,0,3,56,0,6370.0,2
46220,3,65693,1,3,0,3,170,0,5270.0,2
46221,2,72493,1,3,0,3,195,0,5770.0,1
46222,3,89998,1,4,0,3,112,0,4170.0,0
46223,3,74790,1,3,0,3,132,0,6170.0,0
46224,3,82697,1,4,0,3,131,0,5170.0,1
46225,4,80615,1,3,0,3,209,0,5170.0,1
46226,6,52602,1,4,0,3,113,0,4370.0,0
46227,3,52023,1,4,0,3,67,0,5770.0,0
46228,3,59151,1,3,0,3,55,0,5970.0,1
46229,2,81999,1,6,0,3,35,0,5970.0,0
46230,3,85562,1,18,0,3,149,0,5670.0,0
46231,4,64508,1,3,0,3,158,0,4770.0,1
46232,5,68196,1,6,0,3,31,0,4070.0,0
46233,3,70512,1,4,0,3,146,0,5570.0,1
46234,3,64148,1,24,0,3,158,0,5470.0,0
46235,3,73848,1,3,0,3,186,0,5870.0,1
46236,4,64600,1,24,0,3,158,0,6070.0,0
46237,3,75615,1,13,0,3,42,0,6970.0,0
46238,4,68438,1,24,0,3,158,0,4670.0,0
46239,4,76562,1,4,0,3,174,0,4870.0,0
46240,4,58170,1,10,2,3,2,0,5070.0,0
46241,5,81545,1,6,0,3,51,0,3170.0,0
46242,3,76727,1,6,0,3,42,0,3970.0,1
46243,3,77844,1,4,0,3,146,0,4870.0,1
46244,4,67060,1,4,0,3,116,0,4890.0,1
46245,8,58704,1,6,0,3,90,1,2890.0,0
46246,3,76290,1,3,0,3,195,0,6470.0,1
46247,4,68982,1,3,0,3,170,0,5470.0,1
46248,4,73943,1,5,0,3,114,0,8770.0,0
46249,6,80830,1,6,0,3,224,0,4970.0,0
46250,6,72625,1,6,0,3,107,0,6040.0,0
46251,6,63462,1,4,0,3,134,0,5440.0,0
46252,5,79151,1,3,0,3,265,0,3770.0,1
46253,5,84454,1,6,0,3,131,0,7370.0,0
46254,5,75509,1,3,0,3,265,0,3670.0,1
46255,2,65883,1,3,0,3,72,0,5570.0,1
46256,3,69515,1,4,0,3,116,0,4870.0,1
46257,3,76895,1,4,0,3,146,0,4670.0,1
46258,4,78727,1,3,0,3,80,0,6670.0,0
46259,3,79383,1,5,0,3,146,0,5070.0,1
46260,2,64440,1,6,0,3,31,0,5070.0,1
46261,3,54933,1,6,0,3,22,0,5370.0,0
46262,4,72951,1,6,0,3,132,0,4640.0,1
46263,5,68831,1,24,0,3,158,0,6070.0,1
46264,2,87549,1,18,0,3,149,0,5670.0,0
46265,4,66500,1,6,0,3,31,0,4770.0,1
46266,3,41111,1,3,0,3,40,0,6270.0,1
46267,4,88897,1,6,0,3,149,0,4340.0,1
46268,4,63417,1,4,0,3,88,0,6270.0,1
46269,3,72668,1,6,0,3,42,0,3770.0,0
46270,2,64963,1,3,0,3,72,0,5970.0,1
46271,4,53272,1,18,0,3,22,0,5270.0,1
46272,4,67761,1,3,0,3,158,0,6070.0,1
46273,4,65555,1,3,0,3,103,0,7890.0,0
46274,3,49298,1,4,0,3,71,0,5340.0,1
46275,8,65744,1,25,0,3,202,0,4240.0,1
46276,5,32365,1,4,0,3,30,0,5690.0,0
46277,3,68499,1,4,0,3,116,0,5270.0,1
46278,3,38029,1,4,0,3,37,0,5770.0,1
46279,4,65822,1,4,0,3,72,1,4890.0,0
46280,6,52833,1,3,0,3,169,0,5690.0,0
46281,3,56894,1,6,0,3,22,0,4470.0,0
46282,4,84795,1,18,0,3,51,0,6140.0,0
46283,5,66812,1,4,0,3,88,0,7070.0,0
46284,3,47771,1,4,0,3,33,0,6670.0,0
46285,6,64288,1,6,0,3,178,0,3370.0,1
46286,4,80747,1,6,0,3,93,0,4940.0,0
46287,7,59932,1,6,0,3,160,0,3970.0,1
46288,6,75854,1,25,0,3,68,0,3940.0,0
46289,4,59627,1,3,0,3,130,0,6570.0,1
46290,5,77469,1,21,3,3,80,0,9090.0,0
46291,8,84865,1,6,0,3,79,0,7270.0,0
46292,4,61248,1,4,0,3,88,0,6790.0,1
46293,3,51750,1,4,0,3,67,0,5020.0,1
46294,3,64468,1,3,0,3,103,0,8270.0,1
46295,3,65135,1,3,0,3,88,0,8570.0,1
46296,4,67995,1,3,0,3,56,0,3840.0,0
46297,3,86906,1,3,0,3,149,0,7390.0,0
46298,6,54720,1,4,0,3,113,0,5240.0,0
46299,6,79496,1,6,0,3,214,1,6540.0,0
46300,5,83437,1,25,0,3,35,0,4040.0,1
46301,6,83130,1,25,0,3,230,1,3990.0,0
46302,2,84172,1,4,0,3,188,0,8370.0,0
46303,2,82688,1,5,0,3,131,1,9870.0,1
46304,6,54978,1,4,0,3,113,0,4740.0,0
46305,3,68622,1,25,0,3,103,1,8640.0,0
46306,3,82000,1,3,0,3,209,0,6070.0,0
46307,3,65444,1,5,0,3,116,1,5070.0,1
46308,8,54767,1,18,0,5,62,0,3975.0,0
46309,5,64321,1,24,0,5,158,0,6995.0,1
46310,4,36573,1,4,0,5,37,0,9225.0,0
46311,4,65333,1,5,0,5,88,0,8745.0,0
46312,3,72688,1,3,0,5,132,0,8245.0,1
46313,6,59362,1,6,0,5,113,0,8810.0,0
46314,7,73584,1,3,0,5,208,0,5795.0,0
46315,6,61065,1,3,0,5,75,0,5075.0,0
46316,5,89149,1,6,0,5,35,1,8310.0,0
46317,6,68264,1,3,0,5,104,1,8110.0,0
46318,4,60071,1,25,0,5,21,0,4675.0,1
46319,4,68362,1,24,0,5,158,0,6695.0,1
46320,6,71424,1,10,2,5,36,0,4575.0,1
46321,4,81130,1,13,0,5,188,0,8510.0,0
46322,4,89497,1,6,0,5,93,0,5430.0,0
46323,6,68675,1,6,0,5,104,0,6695.0,0
46324,5,70579,1,1,0,5,204,0,6295.0,0
46325,8,88651,1,6,0,5,39,0,4175.0,0
46326,2,72532,1,5,0,5,146,0,6330.0,0
46327,8,90442,1,13,0,5,212,0,6095.0,0
46328,4,89351,1,3,0,5,20,0,6195.0,0
46329,3,73971,1,4,0,5,114,0,10360.0,0
46330,6,76524,1,5,0,5,172,0,7410.0,0
46331,8,82394,1,6,0,5,171,0,5995.0,0
46332,3,79937,1,3,0,5,195,0,6195.0,1
46333,4,90537,1,3,0,5,218,0,6230.0,1
46334,7,84873,1,5,0,5,135,0,3610.0,1
46335,7,88967,1,6,0,5,39,0,4475.0,0
46336,3,61043,1,3,0,5,158,0,7745.0,1
46337,6,43365,1,3,0,5,77,0,4275.0,0
46338,4,59993,1,24,0,5,130,0,7645.0,1
46339,3,80794,1,3,0,5,198,0,7645.0,1
46340,2,26826,1,28,2,5,0,0,5830.0,3
46341,7,81368,1,25,0,5,191,0,4175.0,1
46342,6,78600,1,4,0,5,180,1,6095.0,1
46343,2,80410,1,3,0,5,198,0,8010.0,0
46344,4,59723,1,4,0,5,94,0,5695.0,1
46345,8,60724,1,5,0,5,159,0,4475.0,0
46346,3,73433,1,5,0,5,114,0,9260.0,1
46347,3,58481,1,5,0,5,67,0,9760.0,1
46348,3,90055,1,4,0,5,148,0,9425.0,1
46349,8,95068,1,4,0,5,205,1,4475.0,1
46350,5,75816,1,3,0,5,80,0,7510.0,0
46351,3,54092,1,4,0,5,67,0,10525.0,1
46352,4,61844,1,5,0,5,116,1,8245.0,0
46353,5,87944,1,5,0,5,131,0,7910.0,0
46354,3,76975,1,24,0,5,186,0,7345.0,0
46355,6,60344,1,3,0,5,104,0,4275.0,0
46356,4,49757,1,5,0,5,50,0,8610.0,0
46357,3,78587,1,4,0,5,114,0,9425.0,1
46358,5,69806,1,2,0,5,177,0,11235.0,0
46359,8,48007,1,6,0,5,53,0,4375.0,0
46360,6,93902,1,6,0,5,220,1,3675.0,0
46361,3,87535,1,5,0,5,131,0,8810.0,1
46362,5,60400,1,6,0,5,133,1,8210.0,0
46363,3,49143,1,5,0,5,50,0,9625.0,1
46364,6,80351,1,5,0,5,191,0,6095.0,1
46365,6,79555,1,4,0,5,155,1,3810.0,0
46366,3,65199,1,3,0,5,158,0,7810.0,1
46367,3,79132,1,3,0,5,186,0,7810.0,1
46368,2,70564,1,3,0,5,186,0,8045.0,0
46369,2,63307,1,5,0,5,88,0,10260.0,1
46370,4,70922,1,6,0,5,80,0,5595.0,1
46371,3,68808,1,5,0,5,88,0,9260.0,1
46372,6,64999,1,6,0,5,104,0,4525.0,1
46373,8,80341,1,3,0,5,154,0,5595.0,0
46374,8,78522,1,5,0,5,155,0,5895.0,0
46375,3,91224,1,5,0,5,61,0,9260.0,0
46376,2,88510,1,3,0,5,70,0,6530.0,1
46377,5,55309,1,3,0,5,130,0,6030.0,1
46378,4,64084,1,3,0,5,56,1,9045.0,0
46379,5,79582,1,5,0,5,17,0,4875.0,0
46380,4,62818,1,3,0,5,56,0,8445.0,0
46381,2,88556,1,3,0,5,198,0,7810.0,1
46382,3,56474,1,5,0,5,94,0,5695.0,1
46383,8,63084,1,1,0,5,187,0,4475.0,1
46384,6,82687,1,5,0,5,191,0,4175.0,1
46385,6,56955,1,1,0,5,185,0,6795.0,0
46386,3,80464,1,5,0,5,131,0,10260.0,1
46387,3,83624,1,6,0,5,51,0,5230.0,0
46388,4,79983,1,24,0,5,97,1,7210.0,0
46389,7,84674,1,13,0,5,57,1,6695.0,0
46390,3,84257,1,3,0,5,198,0,7210.0,0
46391,3,76589,1,3,0,5,186,0,7910.0,0
46392,3,52803,1,3,0,5,130,0,7745.0,1
46393,5,54164,1,1,0,5,153,0,6595.0,1
46394,5,64125,1,5,0,5,31,0,7210.0,0
46395,4,55394,1,14,2,5,106,0,7095.0,0
46396,7,55750,1,3,0,5,169,0,5795.0,0
46397,5,72753,1,3,0,5,186,1,6395.0,0
46398,4,72739,1,6,0,5,27,0,9625.0,1
46399,4,64879,1,24,0,5,158,0,6930.0,1
46400,5,72975,1,3,0,5,186,0,7610.0,0
46401,3,87328,1,3,0,5,198,0,7610.0,0
46402,7,62442,1,5,0,5,134,0,5995.0,0
46403,4,70989,1,5,0,5,114,0,8910.0,0
46404,3,55590,1,24,0,5,130,0,7545.0,0
46405,5,62198,1,7,0,5,56,0,8710.0,0
46406,6,78470,1,1,0,5,208,1,4875.0,1
46407,8,79173,1,6,0,5,155,0,7410.0,0
46408,4,87141,1,6,0,5,149,0,7210.0,0
46409,2,70351,1,6,0,5,42,0,5230.0,1
46410,5,83120,1,3,0,5,112,0,6195.0,0
46411,3,68700,1,5,0,5,88,0,10060.0,1
46412,4,59268,1,3,0,5,81,0,8245.0,0
46413,3,92084,1,3,0,5,211,0,6630.0,1
46414,4,76444,1,25,0,5,204,0,6095.0,0
46415,3,81141,1,6,0,5,149,0,7545.0,0
46416,7,77434,1,7,0,5,124,0,7310.0,0
46417,3,77518,1,4,0,5,146,0,6030.0,1
46418,6,89669,1,6,0,5,99,0,4175.0,0
46419,3,64195,1,25,0,5,88,0,8010.0,0
46420,3,70863,1,6,0,5,132,0,7610.0,0
46421,6,64637,1,5,0,5,159,0,5075.0,1
46422,3,59561,1,5,0,5,67,0,10160.0,1
46423,5,84196,1,4,0,5,131,0,3775.0,1
46424,4,81955,1,5,0,5,164,0,5830.0,0
46425,5,61739,1,3,0,5,158,0,6195.0,1
46426,5,81296,1,5,0,5,176,0,9460.0,0
46427,6,73016,1,5,0,5,180,0,4675.0,0
46428,7,77899,1,1,0,5,208,0,4275.0,1
46429,5,63008,1,4,0,5,56,0,4775.0,1
46430,3,88750,1,3,0,5,198,0,6630.0,1
46431,2,79602,1,24,0,5,186,0,7645.0,0
46432,3,85929,1,6,0,5,35,0,10560.0,0
46433,3,86108,1,6,0,5,149,0,7030.0,0
46434,4,62844,1,3,0,5,158,0,6130.0,1
46435,2,76084,1,6,0,5,42,0,7210.0,0
46436,2,80265,1,6,0,5,149,0,7645.0,0
46437,5,81110,1,6,0,5,70,0,9725.0,0
46438,2,61612,1,3,0,5,170,0,6730.0,1
46439,3,75941,1,3,0,5,132,0,8145.0,0
46440,3,72850,1,1,0,5,97,0,7610.0,0
46441,8,75150,1,17,2,5,68,1,4675.0,0
46442,3,85825,1,6,0,5,149,0,7130.0,0
46443,5,71927,1,13,0,5,17,0,8010.0,0
46444,5,95628,1,6,0,5,108,0,4175.0,0
46445,5,84556,1,3,0,5,93,0,3975.0,0
46446,6,77141,1,6,0,5,107,0,11000.0,0
46447,7,77660,1,25,0,5,180,0,2865.0,1
46448,4,34887,1,4,0,5,37,0,5430.0,1
46449,2,86642,1,3,0,5,209,0,6530.0,1
46450,2,58958,1,5,0,5,67,0,10460.0,1
46451,2,75461,1,4,0,5,146,0,6330.0,0
46452,4,73601,1,4,0,5,114,0,8910.0,1
46453,5,91060,1,3,0,5,108,0,7210.0,0
46454,7,84645,1,22,0,5,217,1,7310.0,0
46455,6,78967,1,25,0,5,68,1,4975.0,0
46456,5,82397,1,21,3,5,209,0,10025.0,0
46457,2,57217,1,3,0,5,15,0,7845.0,1
46458,6,80150,1,3,0,5,135,1,3575.0,1
46459,7,69138,1,3,0,5,187,0,6195.0,0
46460,3,74529,1,29,3,5,6,0,7845.0,1
46461,6,61805,1,3,0,5,187,0,6095.0,1
46462,7,77077,1,3,0,5,208,0,5295.0,1
46463,4,93475,1,3,0,5,41,0,4175.0,1
46464,5,82026,1,5,0,5,131,0,8210.0,0
46465,2,68712,1,4,0,5,72,0,7345.0,0
46466,4,57593,1,3,0,5,67,0,8110.0,1
46467,3,81313,1,6,0,5,70,0,10625.0,0
46468,3,55126,1,3,0,5,140,0,7245.0,1
46469,2,74205,1,4,0,5,146,0,6930.0,1
46470,6,86185,1,3,0,5,154,0,10725.0,0
46471,6,75888,1,3,0,5,267,0,3975.0,1
46472,5,83719,1,6,0,5,93,0,4275.0,0
46473,4,93782,1,18,0,5,61,0,4010.0,0
46474,7,51225,1,5,0,5,150,0,11535.0,0
46475,5,62868,1,5,0,5,103,0,7130.0,0
46476,5,71611,1,29,3,5,6,0,7945.0,1
46477,4,84084,1,3,0,5,198,1,6250.0,1
46478,3,75089,1,5,0,5,146,0,6930.0,0
46479,2,84613,1,5,0,5,164,0,6330.0,1
46480,5,66198,1,6,0,5,21,0,5395.0,0
46481,4,77757,1,29,3,5,6,0,8145.0,1
46482,4,87805,1,4,0,5,131,0,9260.0,0
46483,1,86492,1,6,0,5,149,0,8145.0,0
46484,4,90387,1,3,0,5,108,0,3675.0,1
46485,4,77939,1,5,0,5,146,0,6330.0,1
46486,7,44295,1,6,0,5,43,0,6095.0,0
46487,3,86670,1,1,0,5,149,0,7545.0,1
46488,4,63004,1,3,0,5,43,0,6130.0,1
46489,3,83416,1,5,0,5,164,0,6395.0,1
46490,1,52507,1,5,0,5,42,0,8010.0,1
46491,2,69065,1,4,0,5,116,0,7030.0,0
46492,4,72708,1,24,0,5,186,0,8345.0,0
46493,5,42658,1,6,0,5,60,0,5395.0,1
46494,4,72603,1,3,0,5,80,0,7810.0,0
46495,4,82298,1,4,0,5,164,0,5995.0,1
46496,6,82311,1,17,2,5,99,0,6595.0,0
46497,2,52590,1,4,0,5,42,0,7610.0,1
46498,1,55979,1,5,0,5,42,0,7710.0,1
46499,4,75084,1,24,0,5,97,0,6695.0,0
46500,7,83681,1,5,0,5,191,1,4375.0,1
46501,1,75451,1,18,0,5,97,0,8645.0,0
46502,3,63331,1,25,0,5,21,0,5695.0,0
46503,3,62491,1,5,0,5,88,0,10460.0,1
46504,2,71604,1,5,0,5,42,0,6695.0,1
46505,5,94135,1,5,0,5,127,0,6695.0,1
46506,5,91795,1,3,0,5,127,0,10225.0,0
46507,4,70097,1,6,0,5,132,0,7210.0,0
46508,2,94568,1,3,0,5,211,0,6930.0,0
46509,4,90174,1,6,0,5,61,0,6630.0,0
46510,6,57685,1,25,0,5,136,0,5075.0,0
46511,5,70608,1,4,0,5,114,0,5295.0,0
46512,6,70211,1,1,0,5,259,0,6695.0,1
46513,6,63975,1,24,0,5,32,0,6695.0,0
46514,3,77563,1,5,0,5,80,0,6330.0,0
46515,1,87861,1,18,0,5,51,0,9860.0,0
46516,5,88791,1,3,0,5,112,0,5010.0,0
46517,1,87658,1,3,0,5,198,0,7030.0,1
46518,5,39158,1,10,2,5,0,0,5795.0,1
46519,6,74215,1,3,0,5,208,0,5930.0,1
46520,7,54926,1,1,0,5,169,0,5495.0,1
46521,7,95873,1,1,0,5,227,0,3575.0,1
46522,4,88233,1,1,0,5,149,0,7310.0,1
46523,7,78255,1,3,0,5,221,0,3775.0,1
46524,4,81937,1,28,2,5,51,1,5795.0,0
46525,7,58579,1,3,0,5,62,0,5395.0,0
46526,3,72862,1,5,0,5,80,1,4575.0,1
46527,6,75536,1,5,0,5,52,0,4075.0,1
46528,4,76372,1,5,0,5,146,0,7310.0,1
46529,6,79784,1,10,2,5,36,0,4575.0,1
46530,2,60267,1,5,0,5,116,1,7095.0,1
46531,7,74907,1,17,2,5,172,0,5075.0,0
46532,3,77312,1,4,0,5,146,0,7445.0,0
46533,2,74399,1,3,0,5,59,0,6930.0,1
46534,7,71515,1,18,0,5,90,0,4175.0,0
46535,5,67535,1,4,0,5,88,0,4775.0,1
46536,2,52441,1,4,0,5,42,0,7095.0,1
46537,4,86002,1,3,0,5,198,0,5895.0,0
46538,5,59860,1,3,0,5,130,0,5595.0,1
46539,4,77994,1,6,0,5,132,0,7745.0,0
46540,4,62843,1,6,0,5,103,0,7710.0,0
46541,5,74446,1,5,0,5,114,0,4175.0,1
46542,3,86079,1,3,0,5,198,0,7945.0,0
46543,3,87555,1,6,0,5,149,1,7545.0,0
46544,5,69310,1,3,0,5,158,0,5430.0,1
46545,3,74713,1,4,0,5,97,0,4910.0,0
46546,4,72353,1,24,0,5,186,0,7610.0,0
46547,3,82092,1,3,0,5,198,0,8045.0,1
46548,2,90492,1,6,0,5,167,0,7645.0,0
46549,6,38245,1,3,0,5,142,0,4675.0,1
46550,3,74890,1,5,0,5,146,0,7445.0,1
46551,7,80928,1,18,0,5,99,0,4175.0,0
46552,3,86114,1,3,0,5,198,0,8145.0,1
46553,2,85885,1,3,0,5,198,0,7545.0,0
46554,6,94105,1,6,0,5,110,0,5075.0,0
46555,6,77555,1,0,2,5,107,0,8210.0,0
46556,5,77688,1,18,0,5,42,0,5075.0,0
46557,4,63381,1,24,0,5,56,0,4200.0,1
46558,6,63520,1,3,0,5,187,0,5695.0,0
46559,3,63791,1,4,0,5,88,0,9225.0,0
46560,7,88050,1,6,0,5,39,0,8210.0,0
46561,4,91300,1,6,0,5,61,0,6895.0,0
46562,2,62721,1,5,0,5,88,0,9500.0,0
46563,3,84843,1,3,0,5,198,0,7245.0,1
46564,1,76578,1,4,0,5,114,0,9460.0,0
46565,3,70005,1,17,2,5,97,0,8210.0,1
46566,4,87164,1,4,0,5,164,0,5530.0,1
46567,7,89873,1,3,0,5,135,0,7810.0,0
46568,7,70830,1,3,0,5,208,0,5075.0,1
46569,5,83182,1,6,0,5,93,0,4375.0,0
46570,4,88907,1,3,0,5,35,0,5895.0,1
46571,2,45632,1,4,0,5,50,0,6730.0,1
46572,3,81748,1,3,0,5,35,0,7455.0,0
46573,3,83295,1,6,0,5,112,0,7755.0,0
46574,5,75048,1,3,0,5,186,0,5640.0,1
46575,4,86335,1,3,0,5,35,0,4785.0,1
46576,5,48946,1,14,2,5,11,0,6205.0,1
46577,4,83848,1,3,0,5,209,0,7255.0,0
46578,4,82949,1,21,3,5,20,0,7955.0,1
46579,7,72559,1,5,0,5,180,0,6705.0,1
46580,4,76747,1,21,3,5,17,0,8655.0,1
46581,4,75145,1,5,0,5,114,0,9975.0,1
46582,8,88977,1,6,0,5,99,1,3585.0,0
46583,3,83947,1,3,0,5,198,0,7955.0,1
46584,5,85625,1,3,0,5,93,0,6605.0,0
46585,3,84499,1,4,0,5,164,0,6740.0,1
46586,8,66691,1,7,0,5,104,0,8320.0,0
46587,7,97958,1,3,0,5,168,0,9940.0,0
46588,6,70274,1,6,0,5,42,1,4185.0,0
46589,6,68798,1,4,0,5,103,0,6105.0,0
46590,5,51244,1,6,0,5,15,0,9240.0,0
46591,3,73223,1,5,0,5,114,1,8620.0,1
46592,4,57808,1,3,0,5,15,0,7720.0,0
46593,6,87282,1,6,0,5,70,0,10840.0,0
46594,4,83846,1,3,0,5,198,0,7555.0,1
46595,6,82666,1,6,0,5,149,0,5205.0,1
46596,4,66605,1,24,0,5,158,0,7355.0,0
46597,6,60415,1,14,2,5,21,0,5805.0,0
46598,6,52219,1,25,0,5,81,1,5705.0,1
46599,3,87204,1,4,0,5,164,0,6840.0,1
46600,9,91145,1,25,0,5,205,0,3620.0,0
46601,6,79953,1,24,0,5,186,0,6840.0,0
46602,4,86951,1,3,0,5,198,0,7755.0,1
46603,4,88129,1,6,0,5,51,0,5020.0,0
46604,3,86487,1,6,0,5,149,0,7855.0,0
46605,5,84025,1,6,0,5,51,0,6740.0,0
46606,7,61418,1,3,0,5,187,0,6540.0,1
46607,5,84199,1,5,0,5,131,0,8855.0,1
46608,5,81510,1,4,0,5,164,1,7620.0,0
46609,8,83441,1,3,0,5,135,0,8020.0,0
46610,6,85585,1,6,0,5,93,1,7520.0,0
46611,7,52695,1,10,2,5,90,0,7320.0,0
46612,6,95736,1,6,0,5,61,0,4185.0,0
46613,6,76238,1,3,0,5,59,0,6005.0,1
46614,6,72650,1,6,0,5,161,0,9020.0,0
46615,7,53192,1,10,2,5,28,0,5905.0,1
46616,4,89137,1,3,0,5,112,0,7140.0,1
46617,5,79924,1,3,0,5,114,0,8255.0,1
46618,3,70055,1,10,2,5,42,0,5705.0,1
46619,3,84530,1,6,0,5,149,0,7655.0,0
46620,8,56541,1,6,0,5,62,0,5705.0,0
46621,7,80570,1,1,0,5,263,0,7220.0,0
46622,4,64796,1,6,0,5,21,0,8020.0,1
46623,6,76780,1,6,0,5,80,0,8120.0,0
46624,6,81973,1,6,0,5,51,1,4885.0,0
46625,4,66727,1,3,0,5,88,0,8620.0,0
46626,7,80773,1,21,3,5,57,0,8120.0,1
46627,2,71570,1,24,0,5,186,0,7755.0,0
46628,6,62322,1,21,3,5,12,0,8520.0,1
46629,5,82852,1,3,0,5,198,0,6650.0,1
46630,4,72557,1,3,0,5,27,0,6500.0,1
46631,6,88936,1,3,0,5,112,0,11750.0,0
46632,8,78196,1,22,0,5,208,1,7105.0,0
46633,5,85821,1,3,0,5,112,0,6540.0,1
46634,3,52604,1,3,0,5,34,0,8255.0,1
46635,2,87697,1,3,0,5,209,0,7455.0,1
46636,7,91907,1,7,0,5,227,0,8020.0,0
46637,8,68506,1,6,0,5,75,1,5840.0,0
46638,6,84750,1,14,2,5,35,0,5240.0,1
46639,4,79609,1,14,2,5,27,0,6840.0,0
46640,9,86476,1,6,0,5,135,1,5205.0,0
46641,6,87536,1,3,0,5,93,1,7420.0,0
46642,4,87209,1,3,0,5,112,0,7555.0,1
46643,7,53835,1,4,0,5,113,0,6205.0,0
46644,3,55222,1,4,0,5,67,0,6140.0,1
46645,7,77861,1,24,0,5,36,0,6440.0,1
46646,4,76521,1,3,0,5,195,0,7355.0,1
46647,8,57015,1,4,0,5,102,0,6205.0,0
46648,6,71032,1,4,0,5,97,0,6705.0,0
46649,3,75656,1,24,0,5,186,0,8055.0,0
46650,5,76222,1,5,0,5,17,0,5405.0,0
46651,3,89360,1,13,0,5,51,0,9375.0,0
46652,8,81070,1,5,0,5,201,0,9740.0,0
46653,3,75136,1,3,0,5,186,0,8555.0,1
46654,3,84295,1,3,0,5,35,0,6740.0,1
46655,5,82127,1,25,0,5,209,0,7820.0,0
46656,6,81884,1,1,0,5,198,0,9740.0,0
46657,3,88168,1,6,0,5,149,0,7520.0,0
46658,3,86470,1,4,0,5,164,0,7950.0,1
46659,3,87127,1,3,0,5,35,0,7455.0,1
46660,9,89799,1,5,0,5,171,1,5905.0,0
46661,8,93701,1,5,0,5,205,1,5405.0,1
46662,3,86340,1,3,0,5,198,0,7555.0,0
46663,4,70783,1,4,0,5,146,0,10340.0,0
46664,6,74783,1,6,0,5,161,0,9120.0,0
46665,3,86156,1,3,0,5,198,0,8155.0,0
46666,6,71984,1,6,0,5,42,0,5440.0,1
46667,8,47791,1,6,0,5,77,0,5305.0,0
46668,8,82367,1,24,0,5,270,0,5240.0,1
46669,7,82788,1,4,0,5,201,0,6140.0,0
46670,6,72810,1,6,0,5,80,0,8755.0,0
46671,4,89897,1,6,0,5,149,0,7755.0,0
46672,4,73050,1,18,0,5,132,0,7920.0,0
46673,3,76468,1,6,0,5,132,0,7955.0,0
46674,3,70982,1,24,0,5,97,0,7820.0,0
46675,7,64641,1,4,0,5,134,0,6205.0,0
46676,3,84180,1,5,0,5,51,0,10075.0,0
46677,9,76471,1,20,2,5,124,0,5340.0,0
46678,6,73488,1,5,0,5,80,0,6240.0,0
46679,6,70239,1,3,0,5,97,0,7320.0,1
46680,4,56828,1,24,0,5,55,0,8620.0,0
46681,3,78038,1,3,0,5,186,0,8355.0,1
46682,5,92996,1,29,3,5,10,0,9120.0,1
46683,2,73455,1,3,0,5,59,0,9675.0,1
46684,5,69507,1,3,0,5,158,0,6205.0,1
46685,2,84016,1,6,0,5,35,0,8555.0,0
46686,5,67769,1,5,0,5,12,0,5205.0,0
46687,7,71602,1,3,0,5,208,0,6605.0,1
46688,5,73306,1,24,0,5,186,0,6940.0,1
46689,7,97768,1,3,0,5,168,1,11550.0,0
46690,9,73360,1,1,0,5,221,1,6405.0,0
46691,4,71146,1,6,0,32,42,0,5325.0,1
46692,7,88876,1,24,0,32,217,0,3710.0,1
46693,6,85657,1,5,0,32,99,1,8240.0,0
46694,6,67464,1,4,0,32,104,0,5010.0,0
46695,6,98865,1,3,0,32,273,0,3660.0,0
46696,6,81003,1,13,0,32,210,0,5170.0,0
46697,7,76527,1,5,0,32,180,1,3260.0,1
46698,5,67302,1,4,0,32,88,0,5110.0,1
46699,5,86737,1,3,0,32,112,0,5060.0,0
46700,6,84415,1,6,0,32,135,0,3810.0,0
46701,4,83416,1,3,0,32,93,1,4910.0,1
46702,3,46973,1,28,2,32,1,0,5525.0,1
